300	266
58	57	52
61	60	55
66	65	61
66	67	62
71	72	67
70	69	65
70	69	65
72	71	67
73	73	71
73	72	68
70	69	65
73	72	70
74	73	71
74	73	69
75	72	67
73	72	67
72	73	68
74	73	69
77	69	67
80	72	70
73	72	68
73	74	69
74	73	69
74	75	70
75	73	74
78	77	73
77	73	72
79	73	73
82	78	75
78	78	76
79	79	79
82	78	77
77	76	72
77	73	72
81	77	76
80	76	73
79	78	74
81	81	79
81	81	81
80	79	77
80	82	79
79	79	77
85	81	80
84	80	77
80	81	76
80	81	76
82	78	75
83	82	78
86	80	82
83	79	78
84	80	79
83	82	78
80	79	77
80	79	77
82	81	79
78	77	75
80	80	78
81	80	78
85	81	80
81	77	76
81	80	78
80	79	77
81	80	76
85	81	78
84	85	80
86	85	83
86	85	83
97	97	97
21	21	21
23	23	21
35	36	31
28	29	24
30	30	28
42	42	40
47	48	43
46	47	41
46	47	42
45	46	41
45	46	41
45	46	41
44	44	42
44	44	42
43	44	39
42	43	38
42	43	38
43	44	39
44	43	39
44	43	39
43	42	38
43	42	38
44	43	39
43	42	37
42	43	38
43	44	39
42	43	38
43	44	38
46	47	41
45	46	40
45	46	41
43	45	40
46	48	43
45	46	40
44	45	39
47	48	42
46	48	43
48	50	45
49	50	44
49	49	41
48	47	43
46	47	42
46	48	43
46	47	42
45	46	41
45	46	41
47	46	42
47	46	42
48	47	42
48	47	42
47	46	41
48	49	44
47	48	42
47	48	42
41	42	36
37	38	33
36	37	32
36	37	31
38	37	32
37	37	35
35	35	33
35	38	31
35	36	30
35	36	30
36	37	32
35	36	31
36	37	32
36	37	32
36	35	31
37	36	32
37	38	33
36	39	32
37	38	33
36	37	32
36	36	34
38	38	36
38	38	36
38	38	36
39	38	34
40	39	35
40	39	35
41	40	38
40	40	38
39	40	35
40	41	36
39	38	34
39	38	33
42	41	36
41	42	36
39	40	32
35	37	32
25	30	23
40	42	21
28	40	20
30	41	24
96	74	14
131	98	5
92	76	1
128	105	0
147	123	1
78	92	5
25	70	27
3	71	32
5	70	36
16	79	34
59	91	28
125	120	18
172	146	7
182	158	6
154	147	7
105	127	16
61	111	26
26	104	42
11	105	52
9	112	69
15	117	80
17	118	84
20	120	92
18	120	96
8	121	93
8	120	98
6	123	97
7	127	100
4	128	102
2	131	103
4	134	108
2	136	109
1	138	108
1	138	112
1	140	111
1	138	110
3	137	110
2	139	111
2	139	113
2	138	114
1	139	113
0	143	115
1	144	116
6	146	119
5	148	120
2	149	120
3	152	123
4	153	123
5	154	122
4	157	126
4	158	130
5	162	133
9	164	132
7	165	132
5	166	135
2	165	136
3	163	135
7	164	133
11	166	135
6	163	132
5	164	136
5	162	135
3	162	134
1	160	132
3	160	133
4	163	135
2	159	130
3	160	129
3	160	131
4	161	132
2	159	130
5	159	131
5	160	129
3	157	129
3	158	127
2	155	125
4	153	124
3	150	122
5	149	122
4	147	119
3	143	114
4	142	116
1	140	111
2	136	111
2	132	108
2	128	104
4	127	99
7	126	98
6	123	97
9	123	98
9	121	97
9	119	94
10	120	93
12	121	92
15	122	92
17	126	94
17	129	93
16	126	87
12	123	80
20	118	67
41	116	47
75	125	30
122	133	15
161	145	6
180	160	3
187	158	2
161	142	4
114	120	10
59	103	26
21	89	38
6	88	42
34	91	36
93	107	19
103	109	11
66	88	13
102	107	15
140	123	9
53	79	14
11	75	40
13	78	56
13	77	53
15	74	56
17	74	55
19	70	53
21	70	51
22	65	48
29	57	45
27	34	27
27	24	17
29	25	22
34	31	26
40	35	29
46	41	37
46	42	39
48	44	41
54	49	46
55	54	49
59	58	54
59	58	54
61	62	57
65	67	62
66	68	65
68	68	66
71	70	66
73	69	66
71	70	66
76	72	69
72	68	65
75	71	70
78	74	73
77	72	69
75	70	67
72	68	67
72	71	69
74	73	69
72	73	67
72	73	67
73	74	68
74	74	72
74	74	72
71	71	71
73	71	72
77	77	75
80	76	73
77	73	72
77	76	74
77	76	74
80	79	77
78	78	78
79	77	78
82	78	79
79	75	76
78	76	77
82	81	79
87	83	82
80	79	77
74	76	75
78	80	77
80	80	78
83	82	80
81	80	78
78	78	78
80	80	78
79	78	76
83	79	76
80	76	75
81	77	76
84	80	81
86	82	83
83	79	80
78	76	77
81	80	78
80	79	75
81	79	80
82	81	77
81	80	75
81	80	76
80	80	78
81	81	79
81	80	76
82	81	77
81	83	80
86	85	83
88	84	85
97	95	96
22	22	22
22	22	20
35	36	31
27	28	23
30	31	26
41	42	37
47	48	43
46	47	41
45	46	40
45	46	41
46	46	44
45	45	43
45	46	41
45	46	41
44	45	40
42	42	40
43	44	39
42	43	38
42	43	38
42	43	38
40	41	36
40	41	36
43	44	39
43	42	38
42	43	38
41	42	36
43	44	38
45	46	40
43	44	38
44	45	40
45	47	42
43	45	40
47	46	42
46	47	42
46	47	41
46	49	42
44	46	41
46	48	43
50	49	45
53	50	45
49	48	44
49	50	45
46	48	43
44	45	40
45	46	41
47	48	43
47	46	42
46	45	41
47	46	41
45	44	39
47	46	42
48	49	44
47	48	42
45	46	40
40	41	36
36	37	32
36	37	32
37	38	32
38	37	33
36	36	34
35	35	33
37	38	32
37	38	32
36	37	32
37	36	32
36	35	31
35	36	31
35	36	31
35	36	31
36	37	32
36	37	32
36	37	32
36	37	32
36	37	32
37	38	33
38	37	33
39	38	34
40	39	35
38	39	34
39	40	35
39	40	35
39	40	35
39	40	35
39	40	35
39	40	35
38	39	34
38	39	33
42	41	36
41	42	37
39	39	37
33	38	32
21	33	23
37	42	22
26	39	19
33	43	18
108	81	10
126	97	3
67	72	5
78	89	20
58	83	17
18	66	28
4	65	32
10	70	34
49	82	25
118	109	14
167	138	8
176	149	0
136	136	4
84	116	15
39	102	31
18	102	52
13	104	63
19	111	72
18	115	82
18	113	89
18	116	91
13	120	92
8	121	93
3	120	93
3	126	97
3	126	97
4	129	99
3	132	101
3	134	102
4	137	106
5	138	111
4	138	113
5	139	115
1	138	110
0	138	112
2	140	114
4	141	113
3	142	113
3	143	114
4	144	117
2	144	118
0	149	119
1	150	121
3	152	122
5	156	125
3	156	126
2	155	125
2	157	126
1	156	124
2	155	125
1	154	124
3	153	124
4	153	123
4	153	123
3	152	122
3	152	123
3	150	124
6	150	125
11	151	124
8	151	121
1	150	120
1	150	121
1	150	121
1	151	122
0	150	121
1	148	120
0	147	119
2	149	123
2	148	125
1	149	123
0	148	122
1	150	121
2	151	122
1	150	120
3	152	122
2	151	121
2	151	121
3	152	123
3	152	123
2	151	122
1	150	121
1	150	121
2	151	121
2	150	118
3	148	119
3	143	116
5	139	112
7	136	108
4	131	104
4	128	102
9	127	103
7	125	99
4	124	96
2	121	93
8	118	93
12	116	93
12	114	90
13	117	92
17	122	92
14	125	93
12	123	91
18	118	84
25	111	62
51	111	37
90	120	24
137	136	9
171	151	4
182	156	1
164	142	0
121	117	9
67	97	25
51	92	26
102	109	16
121	114	7
85	94	1
110	107	10
143	123	10
54	79	14
12	76	42
14	76	53
13	76	57
15	74	54
15	74	54
18	71	53
24	67	50
26	64	49
28	58	46
29	42	33
25	24	19
27	24	19
30	29	24
37	32	28
41	36	32
44	41	36
47	43	40
49	45	42
52	51	47
55	55	47
57	56	51
60	59	55
64	63	59
68	67	62
72	69	64
73	70	65
73	72	68
73	69	68
72	71	69
71	70	68
73	73	73
73	73	71
72	71	67
73	72	67
72	71	67
71	71	69
73	74	69
72	71	66
73	72	67
74	73	69
75	74	70
75	74	72
76	75	73
76	72	71
79	78	74
81	80	76
76	75	71
78	77	75
79	78	76
85	81	80
78	76	77
81	81	81
80	80	80
78	76	77
77	75	76
82	81	79
83	82	80
79	79	77
78	80	79
78	74	75
82	80	81
86	85	83
83	82	80
81	80	78
82	81	79
83	81	82
82	80	81
76	76	76
78	78	76
79	79	77
79	78	76
81	80	78
82	78	77
84	80	79
82	78	77
80	79	77
82	81	77
80	79	75
83	82	80
80	80	78
79	80	75
84	83	79
83	82	80
84	83	81
87	87	85
85	85	85
93	93	93
22	22	20
21	21	19
37	36	32
29	28	24
31	30	26
40	41	36
46	47	42
46	47	41
47	48	43
47	48	43
46	46	44
45	45	43
45	46	41
44	45	39
44	45	40
43	43	41
43	44	39
43	44	39
42	43	38
42	43	38
43	44	39
41	42	37
40	41	36
44	43	39
42	43	37
42	43	37
42	43	37
44	45	39
43	42	38
44	45	40
43	44	39
43	44	39
45	46	41
46	47	42
45	46	41
46	47	42
46	47	42
47	48	43
47	48	43
49	48	44
49	48	44
46	47	42
45	47	42
46	47	42
46	47	42
46	47	42
46	47	42
48	47	43
45	44	39
44	43	38
46	45	41
48	49	44
49	50	44
44	45	39
39	40	35
36	37	32
36	37	32
36	37	32
37	36	32
35	36	31
35	36	31
37	38	33
36	37	31
36	35	31
37	36	32
37	36	32
37	36	32
34	35	30
34	35	30
36	37	32
35	36	31
36	35	31
36	37	32
36	37	32
36	37	32
36	35	31
38	37	33
40	39	35
37	38	33
37	38	33
39	40	34
39	40	35
38	39	34
39	40	35
38	39	34
38	39	34
39	40	34
41	42	36
41	40	35
39	40	35
34	37	30
24	35	21
38	42	19
25	38	20
41	47	19
117	90	11
115	95	0
44	62	14
22	59	28
11	62	29
4	64	30
35	72	31
96	97	21
155	131	5
169	144	0
133	129	3
75	109	15
33	94	34
15	93	51
15	101	66
19	108	78
24	113	85
21	114	87
16	114	89
11	113	91
11	118	92
5	122	93
2	125	96
2	126	98
0	128	98
1	128	99
2	131	101
4	134	106
4	138	111
2	141	112
2	142	115
5	145	118
5	145	118
2	145	115
1	145	118
3	147	120
4	149	120
2	149	120
2	150	118
1	149	117
0	149	120
1	150	120
1	150	121
1	150	121
2	149	120
2	149	121
3	147	120
1	148	120
1	148	119
0	146	123
0	144	117
2	145	115
3	146	116
3	146	118
5	145	118
7	146	117
7	147	118
11	143	122
12	145	116
11	146	114
6	143	113
4	142	116
1	144	114
1	146	115
1	144	114
4	144	118
2	142	116
2	141	118
1	143	117
2	144	118
1	146	117
1	145	118
1	145	120
2	145	115
2	145	115
0	145	114
1	146	117
1	145	118
0	144	117
0	145	119
0	147	121
1	145	118
1	148	119
0	147	118
1	148	120
3	150	122
5	149	122
4	147	119
3	143	116
4	138	114
5	135	111
4	130	106
4	126	101
4	124	99
3	123	98
3	121	97
2	119	93
7	115	89
8	111	84
9	111	89
12	114	92
16	116	90
14	118	91
13	117	84
17	114	71
38	109	53
71	114	25
118	128	15
157	144	3
180	150	2
164	136	1
124	117	1
106	102	3
102	101	9
86	94	8
110	106	6
148	126	7
57	80	12
14	73	41
15	78	51
11	80	59
15	74	54
17	76	56
18	73	54
21	68	52
24	65	51
28	60	47
33	50	40
26	29	22
26	23	18
27	26	21
33	30	25
38	33	29
42	39	34
43	42	37
45	44	40
50	49	45
49	52	45
53	52	48
59	55	54
64	58	58
70	65	62
73	68	65
70	69	65
69	69	67
72	71	69
74	70	69
71	70	68
72	70	71
72	70	71
73	72	68
73	72	68
72	73	68
71	73	70
70	70	68
75	71	68
77	72	69
75	71	68
76	72	69
77	73	70
77	73	70
78	74	73
79	78	74
80	79	75
80	76	73
81	80	76
79	78	74
83	79	78
81	80	78
87	87	85
79	79	77
76	76	74
78	77	75
83	82	78
80	81	76
80	81	76
81	81	79
79	77	78
80	78	79
81	81	79
83	84	79
80	81	76
80	80	78
77	77	75
82	82	82
83	79	78
81	80	78
78	78	76
75	75	73
81	80	78
80	79	77
81	80	78
78	79	74
82	81	77
82	81	77
82	81	79
81	81	79
80	80	78
81	82	77
83	82	80
86	84	85
84	82	83
83	85	84
83	85	84
96	96	94
22	22	22
20	20	18
39	38	34
30	29	25
31	30	26
39	40	35
46	47	42
46	47	42
45	46	41
47	48	43
46	47	42
44	45	40
43	44	39
43	44	39
44	45	40
47	48	42
42	42	40
41	42	37
41	42	37
42	43	37
42	43	38
41	42	37
40	41	36
42	41	37
43	42	37
43	42	37
44	43	38
44	43	38
45	44	40
45	44	40
42	41	37
43	42	38
44	45	40
46	47	42
47	46	42
50	49	45
49	48	44
48	47	43
48	49	44
49	50	45
49	48	44
46	47	42
46	48	43
47	48	43
45	46	41
46	47	42
46	47	42
47	46	41
44	45	39
44	45	40
45	46	41
47	48	43
49	50	45
45	46	41
38	39	34
37	38	33
37	38	33
37	38	33
36	37	32
36	37	32
36	37	32
36	37	32
35	36	31
36	37	32
36	37	32
37	36	32
37	36	32
35	34	30
33	35	30
35	37	32
36	36	34
37	36	34
38	37	33
39	38	34
36	37	32
36	37	32
37	38	33
37	37	35
39	38	36
38	37	33
39	38	33
40	39	35
39	38	34
40	39	35
40	39	35
41	40	36
42	41	37
44	43	39
42	42	34
39	42	35
34	34	32
29	32	23
39	41	17
24	37	20
50	54	21
115	95	9
81	82	6
22	57	27
8	56	30
15	61	32
59	80	21
128	114	9
166	140	1
136	128	1
76	107	13
30	90	26
11	92	51
16	100	64
24	107	77
24	108	85
19	108	86
13	113	87
8	115	89
4	116	91
4	118	92
8	122	96
5	125	98
4	126	101
3	129	105
0	133	104
0	139	113
1	141	115
3	143	116
4	147	117
2	147	116
0	146	114
1	146	117
2	145	117
3	143	116
0	142	116
2	144	118
3	143	116
2	144	118
2	145	117
2	142	113
1	144	116
0	145	114
0	144	115
0	145	116
0	143	115
1	141	115
3	141	116
1	141	115
3	143	116
3	145	119
1	143	117
3	143	117
4	144	117
4	145	113
5	146	114
5	146	114
5	145	118
11	145	121
12	145	116
9	144	112
3	142	113
2	140	114
2	141	112
3	142	113
2	142	115
0	142	116
0	141	115
2	142	116
3	143	116
3	143	116
1	144	116
1	143	117
1	143	119
0	145	116
1	144	116
1	144	116
1	144	116
0	143	115
1	143	117
4	144	118
4	144	118
1	143	117
1	143	117
1	143	117
2	142	116
3	143	117
3	143	117
3	143	117
4	143	120
2	144	118
2	146	119
4	147	119
7	141	114
4	134	108
2	128	104
1	125	101
2	122	97
1	120	92
3	117	91
8	115	89
9	113	88
8	111	84
11	109	86
17	110	89
18	114	87
15	116	84
16	112	74
33	104	60
59	105	32
109	118	11
156	138	2
173	145	1
159	128	1
129	107	5
85	87	3
111	105	9
147	125	6
59	82	14
12	72	44
15	80	58
14	75	59
14	76	55
18	75	56
18	73	54
19	70	53
24	66	52
28	61	50
34	55	46
29	36	28
25	22	17
27	24	19
30	27	22
38	33	29
41	38	33
40	39	34
44	43	39
46	45	41
50	49	45
53	52	47
55	54	49
59	58	53
64	63	59
72	68	65
72	68	65
71	70	66
73	72	68
73	72	68
76	72	71
72	71	69
72	71	69
75	71	70
69	68	66
72	72	70
74	76	73
75	74	70
75	71	68
76	71	68
76	72	69
75	74	72
77	73	70
78	74	71
76	75	71
77	76	71
80	77	72
82	78	75
76	75	71
81	80	76
83	82	78
77	77	75
87	87	87
81	81	81
80	78	79
82	80	81
84	82	83
78	77	75
80	78	79
81	79	80
83	83	81
83	82	80
84	80	77
86	82	79
81	80	78
81	80	78
80	76	75
84	78	78
85	80	77
83	79	76
79	78	76
79	77	78
82	80	81
79	78	76
78	79	74
77	80	73
80	80	78
80	79	77
81	80	78
79	79	77
79	79	77
82	82	80
81	79	80
84	82	83
84	83	81
84	86	85
84	86	85
97	95	96
21	23	22
19	19	17
38	38	36
30	29	25
29	30	25
38	39	34
45	46	41
45	46	41
44	44	42
47	48	43
46	47	42
44	45	40
44	45	40
45	46	41
45	46	41
43	44	38
43	43	41
42	42	40
42	43	38
42	43	38
41	42	36
41	42	36
40	41	35
42	41	36
43	42	38
43	42	38
45	44	40
44	43	39
45	44	40
46	42	39
43	42	38
44	43	38
44	43	39
44	43	39
45	46	41
48	49	44
46	47	42
46	47	42
49	48	44
48	47	43
48	47	43
47	48	42
46	49	42
45	46	41
46	47	42
47	48	43
46	47	41
46	47	41
44	45	39
46	47	42
45	46	41
47	48	43
47	48	43
44	45	40
38	39	34
37	38	33
37	38	33
38	39	34
37	38	33
36	37	32
36	37	32
35	36	31
34	35	30
36	37	32
34	36	31
36	37	32
37	36	32
35	34	30
35	36	31
35	37	34
35	37	34
36	36	34
38	37	33
38	37	33
37	38	33
38	39	34
38	38	36
37	37	35
38	37	35
37	36	34
38	37	32
39	38	34
38	37	33
40	39	35
39	38	34
40	41	36
40	41	36
42	43	38
40	41	36
38	41	34
31	33	32
27	33	23
37	41	16
25	38	20
50	55	23
77	78	18
31	59	19
12	50	27
26	61	28
85	86	20
153	124	7
151	135	0
100	111	6
43	90	20
19	87	46
21	98	64
22	108	81
18	106	81
18	106	81
13	107	83
9	113	88
7	117	88
5	117	92
3	120	94
4	124	97
3	132	104
2	136	109
1	139	113
1	139	113
0	143	115
3	142	113
3	142	113
2	139	111
1	138	110
1	138	110
0	137	109
3	135	111
7	136	114
2	136	112
0	137	111
5	139	114
5	139	114
2	139	113
2	139	113
4	138	113
3	140	110
0	139	110
1	140	111
1	141	114
1	141	114
2	140	114
3	143	117
0	142	114
0	145	116
1	146	117
0	146	118
1	145	118
5	145	116
5	146	114
3	146	116
3	146	116
4	144	115
9	148	119
10	149	118
6	145	116
4	144	118
1	143	117
4	144	115
4	144	115
0	142	116
1	146	117
1	144	116
1	144	116
4	144	118
3	143	117
4	144	118
4	144	117
4	144	115
2	144	118
2	144	118
1	143	117
2	145	117
1	144	116
1	144	116
1	144	116
1	141	114
0	144	117
1	143	117
1	143	117
3	143	117
4	142	117
3	141	116
2	138	114
4	140	116
3	142	113
3	143	116
4	147	119
3	148	119
2	144	118
5	141	117
4	136	112
1	131	105
0	127	98
1	123	98
3	120	94
4	119	90
3	117	91
1	113	88
5	109	84
11	106	82
14	106	81
19	113	86
16	108	83
19	106	72
33	99	51
68	105	28
116	120	10
155	135	0
166	134	0
141	115	2
146	116	4
151	125	6
56	81	13
12	73	42
10	79	51
14	79	57
12	77	55
16	75	55
17	72	53
21	68	52
27	65	52
29	63	49
33	56	46
30	41	33
25	24	20
25	22	17
29	26	19
35	30	24
38	35	30
37	36	32
41	40	36
46	43	38
49	45	42
55	52	47
55	54	49
57	58	52
60	61	56
66	65	61
68	64	61
71	70	66
70	69	65
71	70	66
72	73	68
71	73	68
72	73	68
73	72	68
72	71	69
72	70	71
76	75	71
75	74	70
76	72	69
75	74	70
77	76	74
75	75	73
76	75	73
79	75	72
76	75	71
73	74	68
78	77	72
86	82	79
76	75	71
77	76	72
81	80	76
79	80	75
84	82	83
86	82	83
81	79	80
80	80	80
81	81	81
80	79	77
84	80	81
84	80	81
77	82	78
84	86	81
83	82	78
82	81	77
82	81	79
76	76	74
83	82	80
79	78	76
80	79	75
81	80	78
80	80	78
82	80	81
82	80	81
80	78	79
80	79	75
80	81	75
80	80	78
81	80	78
80	79	75
82	81	77
82	82	80
83	83	83
83	83	83
82	81	79
83	83	83
87	87	87
88	88	86
96	95	93
22	24	23
19	19	19
37	37	35
29	30	25
29	30	25
38	39	34
45	46	41
45	45	43
43	44	39
46	46	44
46	46	46
44	44	42
44	45	40
44	45	40
43	44	39
42	42	40
43	42	40
44	43	39
42	43	38
41	42	37
42	43	38
41	42	37
40	41	36
42	41	37
42	43	38
41	42	37
43	44	39
42	43	38
44	43	39
43	42	38
44	43	38
43	42	37
44	43	39
44	45	40
44	45	40
45	46	41
47	48	43
48	49	44
49	50	45
48	49	44
49	48	44
46	47	41
45	48	41
46	47	42
46	47	42
46	47	42
46	47	41
47	48	42
45	46	40
46	47	41
47	48	43
48	49	44
45	46	41
44	45	40
39	40	35
36	37	32
35	36	30
37	38	33
36	37	32
36	37	31
37	38	33
37	38	33
36	37	32
36	37	32
34	36	31
35	36	31
36	37	32
35	34	30
34	35	30
34	36	31
34	36	31
36	38	33
37	38	33
37	38	33
39	40	35
40	39	35
39	38	34
40	39	35
37	38	33
37	38	33
38	39	34
38	39	34
38	39	34
39	40	35
39	40	35
39	40	35
39	40	35
40	41	36
38	40	35
39	40	34
31	33	28
29	36	20
36	41	18
19	36	17
24	46	25
17	49	26
10	48	23
34	60	21
104	93	13
150	125	0
122	116	2
63	91	14
23	81	33
17	91	58
25	101	71
29	105	75
19	103	79
9	104	82
5	107	83
3	113	88
0	117	90
3	122	94
5	128	100
6	133	104
9	142	113
6	145	116
2	142	115
0	137	111
1	134	107
4	134	106
0	134	101
2	133	102
1	131	103
1	131	103
3	133	105
3	133	105
2	132	104
4	134	108
2	134	110
2	137	107
3	138	108
2	136	109
0	137	109
1	139	113
1	139	113
1	142	108
2	141	110
3	142	113
3	141	115
3	143	116
3	143	116
3	143	116
1	144	116
0	145	116
0	146	117
0	146	116
0	148	116
4	148	115
4	147	119
2	146	121
3	147	120
5	149	116
11	150	119
8	151	121
4	147	119
4	146	120
2	146	119
1	148	119
1	146	117
0	144	117
3	148	119
2	147	116
1	146	115
1	146	117
3	147	120
4	148	121
5	150	121
3	148	117
2	146	119
1	145	118
0	144	117
2	147	118
2	147	118
0	145	116
0	143	115
1	143	117
2	142	116
2	142	116
0	142	114
0	142	114
2	142	116
2	141	118
2	140	115
3	140	112
0	140	113
0	138	113
4	138	114
3	139	115
4	140	116
5	141	117
6	143	117
5	142	114
4	139	109
1	135	111
1	131	105
1	125	97
0	119	94
0	117	93
3	116	88
4	111	85
4	108	85
10	105	83
12	101	79
15	105	77
14	109	77
21	105	71
38	97	51
70	100	30
122	119	6
159	132	3
178	141	0
160	129	2
61	80	16
12	72	44
13	82	53
13	77	53
13	77	53
17	74	55
17	70	52
21	68	52
25	66	50
31	63	50
34	57	47
33	49	39
23	25	20
22	19	14
29	24	18
30	27	20
34	30	27
38	34	31
38	37	32
45	42	35
46	43	38
52	48	45
55	51	50
59	55	54
61	57	54
68	63	60
68	64	61
68	68	66
70	69	67
70	69	67
70	69	65
73	74	68
74	73	68
74	70	67
75	71	68
73	72	70
76	72	69
73	72	68
74	73	69
76	77	72
77	77	75
74	74	72
76	75	73
77	76	74
79	75	74
77	78	73
79	78	73
82	81	77
80	81	76
77	78	73
79	78	74
81	82	77
80	80	78
83	79	78
80	79	77
80	82	79
81	83	78
84	83	79
83	79	76
78	77	75
80	80	80
84	83	81
81	80	76
86	82	79
85	81	78
79	75	74
82	80	81
78	78	78
78	78	78
80	80	78
80	80	78
82	82	80
81	80	78
82	81	79
80	79	77
79	78	74
80	80	78
83	82	78
80	79	74
83	82	77
83	82	80
82	82	82
84	84	84
83	84	79
86	85	83
86	85	83
85	85	85
95	95	95
24	24	24
20	20	20
37	37	35
28	29	24
28	29	24
37	38	33
44	45	40
45	45	43
45	46	41
45	45	43
45	45	43
44	44	42
44	45	40
44	45	40
43	44	39
42	43	38
43	44	39
43	42	38
43	42	37
42	43	37
40	41	36
41	42	37
41	42	37
41	42	37
41	42	36
41	42	36
41	42	37
41	42	37
43	44	39
43	42	38
42	41	37
42	41	37
42	43	37
45	46	41
44	45	40
42	43	38
46	45	41
47	46	41
47	48	43
48	50	45
48	47	43
46	47	41
46	49	42
47	48	42
45	46	41
45	46	40
46	47	41
46	47	41
45	46	40
46	47	41
48	49	44
48	49	44
45	46	41
43	44	39
38	39	33
35	36	30
37	36	31
37	38	33
35	36	31
35	36	30
36	37	32
36	36	34
35	35	33
34	36	31
34	35	29
35	36	31
35	36	31
34	35	30
35	36	31
35	36	31
35	36	31
37	38	32
37	38	33
35	36	31
38	39	34
37	38	33
37	36	32
39	40	35
38	39	34
38	40	35
38	40	35
38	40	35
39	40	35
39	40	35
40	41	36
40	41	36
39	40	35
40	41	36
40	41	36
38	39	33
29	31	26
31	35	20
37	42	22
18	37	18
10	41	23
12	45	24
47	62	23
116	99	9
140	119	4
90	96	10
32	74	28
20	81	50
23	95	73
15	99	75
14	98	74
8	102	78
4	107	80
6	110	83
3	113	88
3	121	95
1	128	99
2	135	106
3	137	110
5	138	111
3	136	109
2	132	108
3	129	105
3	127	101
3	127	99
1	130	99
0	130	102
0	130	102
1	132	101
1	132	100
2	133	101
3	134	102
1	134	103
1	134	105
1	135	108
1	138	108
2	139	109
1	138	110
2	141	112
2	140	114
1	141	112
